Year;Author;Topic;Count
2022;Kraševac Glaser Tjaša (39302);Medicine (Kraševac Glaser Tjaša (39302));2
2013;Povše Jesenek Dalija (32151);Materials Science (Povše Jesenek Dalija (32151));1
2013;Povše Jesenek Dalija (32151);Chemistry (Povše Jesenek Dalija (32151));1
2015;Povše Jesenek Dalija (32151);Medicine (Povše Jesenek Dalija (32151));1
2015;Povše Jesenek Dalija (32151);Physics (Povše Jesenek Dalija (32151));1
2017;Petković Hrvoje (13542);Biology (Petković Hrvoje (13542));1
2017;Petković Hrvoje (13542);Medicine (Petković Hrvoje (13542));1
2014;Zemljič Andrej (08594);Biology (Zemljič Andrej (08594));1
2018;Radujković Mladen (52073);Business (Radujković Mladen (52073));1
2013;Kegl Breda (01365);Engineering (Kegl Breda (01365));1
2014;Kegl Breda (01365);Engineering (Kegl Breda (01365));1
2015;Kegl Breda (01365);Engineering (Kegl Breda (01365));2
2022;Kegl Breda (01365);Engineering (Kegl Breda (01365));1
2017;Kegl Breda (01365);Environmental Science (Kegl Breda (01365));1
2018;Kegl Breda (01365);Environmental Science (Kegl Breda (01365));2
2020;Kegl Breda (01365);Environmental Science (Kegl Breda (01365));1
2021;Kegl Breda (01365);Environmental Science (Kegl Breda (01365));1
2018;Kegl Breda (01365);Materials Science (Kegl Breda (01365));2
2019;Kegl Breda (01365);Materials Science (Kegl Breda (01365));1
2021;Kegl Breda (01365);Materials Science (Kegl Breda (01365));1
2022;Senjor Emanuela (51713);Medicine (Senjor Emanuela (51713));1
2020;Cimerman Mojca (36246);Biology (Cimerman Mojca (36246));1
2022;Cimerman Mojca (36246);Medicine (Cimerman Mojca (36246));2
2021;Zakari Abdulrasheed (40660);Economics (Zakari Abdulrasheed (40660));1
2021;Zakari Abdulrasheed (40660);Medicine (Zakari Abdulrasheed (40660));1
2022;Zakari Abdulrasheed (40660);Medicine (Zakari Abdulrasheed (40660));1
2019;Vodičar Miha (36553);Medicine (Vodičar Miha (36553));1
2019;Ambrožič Tomaž (12247);Computer Science (Ambrožič Tomaž (12247));1
2019;Ambrožič Tomaž (12247);Geology (Ambrožič Tomaž (12247));1
2013;Kramberger Janez (01375);Engineering (Kramberger Janez (01375));1
2022;Kramberger Janez (01375);Engineering (Kramberger Janez (01375));1
2013;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));2
2015;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));2
2016;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));2
2017;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));1
2018;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));1
2019;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));5
2020;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));3
2021;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));1
2022;Kramberger Janez (01375);Materials Science (Kramberger Janez (01375));3
2014;Kramberger Janez (01375);Mathematics (Kramberger Janez (01375));1
2016;Kramberger Janez (01375);Environmental Science (Kramberger Janez (01375));1
2016;Kramberger Janez (01375);Medicine (Kramberger Janez (01375));1
2021;Kramberger Janez (01375);Medicine (Kramberger Janez (01375));1
2019;Kramberger Janez (01375);Physics (Kramberger Janez (01375));1
2017;Azarija Jernej (35352);Computer Science (Azarija Jernej (35352));1
2017;Azarija Jernej (35352);Mathematics (Azarija Jernej (35352));1
2014;Friedrich Tomaž (39344);Medicine (Friedrich Tomaž (39344));1
2020;Zupančič Jernej (10895);Political Science (Zupančič Jernej (10895));1
2017;Harkai Saša (39136);Materials Science (Harkai Saša (39136));1
2020;Harkai Saša (39136);Materials Science (Harkai Saša (39136));3
2022;Harkai Saša (39136);Materials Science (Harkai Saša (39136));1
2020;Harkai Saša (39136);Medicine (Harkai Saša (39136));2
2022;Harkai Saša (39136);Medicine (Harkai Saša (39136));1
2020;Harkai Saša (39136);Physics (Harkai Saša (39136));1
2021;Harkai Saša (39136);Chemistry (Harkai Saša (39136));2
2018;Pišlar Anja (32035);Chemistry (Pišlar Anja (32035));2
2019;Pišlar Anja (32035);Chemistry (Pišlar Anja (32035));2
2020;Pišlar Anja (32035);Chemistry (Pišlar Anja (32035));2
2018;Pišlar Anja (32035);Medicine (Pišlar Anja (32035));2
2019;Pišlar Anja (32035);Medicine (Pišlar Anja (32035));2
2020;Pišlar Anja (32035);Medicine (Pišlar Anja (32035));2
2019;Dolničar Vesna (23424);Psychology (Dolničar Vesna (23424));1
2019;Dolničar Vesna (23424);Computer Science (Dolničar Vesna (23424));1
2022;Teran Nataša (15149);Medicine (Teran Nataša (15149));1
2017;Ocepek Andreja (23927);Medicine (Ocepek Andreja (23927));1
2022;Ocepek Andreja (23927);Medicine (Ocepek Andreja (23927));1
2013;Skrinar Matjaž (10847);Mathematics (Skrinar Matjaž (10847));1
2019;Skrinar Matjaž (10847);Mathematics (Skrinar Matjaž (10847));1
2018;Skrinar Matjaž (10847);Engineering (Skrinar Matjaž (10847));1
2019;Skrinar Matjaž (10847);Engineering (Skrinar Matjaž (10847));2
2021;Skrinar Matjaž (10847);Engineering (Skrinar Matjaž (10847));2
2022;Skrinar Matjaž (10847);Engineering (Skrinar Matjaž (10847));1
2018;Skrinar Matjaž (10847);Physics (Skrinar Matjaž (10847));1
2019;Skrinar Matjaž (10847);Physics (Skrinar Matjaž (10847));1
2020;Skrinar Matjaž (10847);Materials Science (Skrinar Matjaž (10847));1
2015;Plohl Olivija (35476);Chemistry (Plohl Olivija (35476));2
2016;Plohl Olivija (35476);Chemistry (Plohl Olivija (35476));1
2017;Plohl Olivija (35476);Chemistry (Plohl Olivija (35476));1
2019;Plohl Olivija (35476);Chemistry (Plohl Olivija (35476));2
2020;Plohl Olivija (35476);Chemistry (Plohl Olivija (35476));1
2021;Plohl Olivija (35476);Chemistry (Plohl Olivija (35476));1
2015;Plohl Olivija (35476);Materials Science (Plohl Olivija (35476));1
2017;Plohl Olivija (35476);Materials Science (Plohl Olivija (35476));1
2019;Plohl Olivija (35476);Materials Science (Plohl Olivija (35476));4
2020;Plohl Olivija (35476);Materials Science (Plohl Olivija (35476));3
2021;Plohl Olivija (35476);Materials Science (Plohl Olivija (35476));1
2015;Plohl Olivija (35476);Medicine (Plohl Olivija (35476));1
2016;Plohl Olivija (35476);Medicine (Plohl Olivija (35476));1
2017;Plohl Olivija (35476);Medicine (Plohl Olivija (35476));2
2019;Plohl Olivija (35476);Medicine (Plohl Olivija (35476));4
2020;Plohl Olivija (35476);Medicine (Plohl Olivija (35476));4
2021;Plohl Olivija (35476);Medicine (Plohl Olivija (35476));2
2022;Plohl Olivija (35476);Medicine (Plohl Olivija (35476));4
2021;Plohl Olivija (35476);Computer Science (Plohl Olivija (35476));1
2015;Biswal Jyoti Prakash (34428);Physics (Biswal Jyoti Prakash (34428));17
2016;Biswal Jyoti Prakash (34428);Physics (Biswal Jyoti Prakash (34428));16
2017;Biswal Jyoti Prakash (34428);Physics (Biswal Jyoti Prakash (34428));22
2018;Biswal Jyoti Prakash (34428);Physics (Biswal Jyoti Prakash (34428));25
2019;Biswal Jyoti Prakash (34428);Physics (Biswal Jyoti Prakash (34428));18
2020;Biswal Jyoti Prakash (34428);Physics (Biswal Jyoti Prakash (34428));15
2021;Biswal Jyoti Prakash (34428);Physics (Biswal Jyoti Prakash (34428));21
2015;Biswal Jyoti Prakash (34428);Medicine (Biswal Jyoti Prakash (34428));4
2016;Biswal Jyoti Prakash (34428);Medicine (Biswal Jyoti Prakash (34428));4
2017;Biswal Jyoti Prakash (34428);Medicine (Biswal Jyoti Prakash (34428));4
2018;Biswal Jyoti Prakash (34428);Medicine (Biswal Jyoti Prakash (34428));4
2019;Biswal Jyoti Prakash (34428);Medicine (Biswal Jyoti Prakash (34428));3
2020;Biswal Jyoti Prakash (34428);Medicine (Biswal Jyoti Prakash (34428));1
2021;Biswal Jyoti Prakash (34428);Medicine (Biswal Jyoti Prakash (34428));3
2018;Biswal Jyoti Prakash (34428);Political Science (Biswal Jyoti Prakash (34428));1
2018;Biswal Jyoti Prakash (34428);Materials Science (Biswal Jyoti Prakash (34428));1
2019;Biswal Jyoti Prakash (34428);Materials Science (Biswal Jyoti Prakash (34428));1
2021;Biswal Jyoti Prakash (34428);Biology (Biswal Jyoti Prakash (34428));2
2022;Biswal Jyoti Prakash (34428);Computer Science (Biswal Jyoti Prakash (34428));1
2022;Biswal Jyoti Prakash (34428);Art (Biswal Jyoti Prakash (34428));1
2016;Kos Tim (38147);Computer Science (Kos Tim (38147));3
2019;Kos Tim (38147);Computer Science (Kos Tim (38147));3
2016;Kos Tim (38147);Mathematics (Kos Tim (38147));3
2019;Kos Tim (38147);Mathematics (Kos Tim (38147));2
2020;Kos Tim (38147);Mathematics (Kos Tim (38147));1
2021;Kos Tim (38147);Materials Science (Kos Tim (38147));1
2022;Romih Gašper Domen (56003);Mathematics (Romih Gašper Domen (56003));1
2018;Mravljak Janez (23419);Chemistry (Mravljak Janez (23419));1
2018;Mravljak Janez (23419);Medicine (Mravljak Janez (23419));1
2020;Zmazek Blaž (15571);Computer Science (Zmazek Blaž (15571));1
2022;Zmazek Blaž (15571);Education (Zmazek Blaž (15571));1
2016;Jančar Boris (09966);Medicine (Jančar Boris (09966));1
2014;Oder Grega (30936);Materials Science (Oder Grega (30936));1
2015;Lapuh Bele Julija (10012);Computer Science (Lapuh Bele Julija (10012));1
2022;Lapuh Bele Julija (10012);Education (Lapuh Bele Julija (10012));1
2015;Pernek Igor (32138);Medicine (Pernek Igor (32138));2
2015;Pernek Igor (32138);Computer Science (Pernek Igor (32138));1
2017;Haložan David (21443);Sociology (Haložan David (21443));1
2019;Haložan David (21443);Psychology (Haložan David (21443));1
2020;Haložan David (21443);Medicine (Haložan David (21443));1
2018;Jezernik Gregor (39240);Computer Science (Jezernik Gregor (39240));1
2018;Jezernik Gregor (39240);Biology (Jezernik Gregor (39240));1
2021;Jezernik Gregor (39240);Biology (Jezernik Gregor (39240));1
2018;Jezernik Gregor (39240);Medicine (Jezernik Gregor (39240));1
2019;Jezernik Gregor (39240);Medicine (Jezernik Gregor (39240));1
2020;Jezernik Gregor (39240);Medicine (Jezernik Gregor (39240));1
2021;Jezernik Gregor (39240);Medicine (Jezernik Gregor (39240));2
2022;Jezernik Gregor (39240);Medicine (Jezernik Gregor (39240));4
2021;Zemljak Dejan (53843);Sociology (Zemljak Dejan (53843));1
2021;Filipič Metka (09892);Medicine (Filipič Metka (09892));1
2016;Žigon Dušan (03950);Chemistry (Žigon Dušan (03950));1
2016;Žigon Dušan (03950);Medicine (Žigon Dušan (03950));1
2018;Žigon Dušan (03950);Medicine (Žigon Dušan (03950));2
2018;Žigon Dušan (03950);Environmental Science (Žigon Dušan (03950));2
2015;Unuk Sibila (22301);Medicine (Unuk Sibila (22301));1
2013;Gangl Simon (33285);Biology (Gangl Simon (33285));1
2013;Gangl Simon (33285);Medicine (Gangl Simon (33285));1
2014;Ferme Marko (36341);Computer Science (Ferme Marko (36341));1
2019;Ferme Marko (36341);Computer Science (Ferme Marko (36341));1
2020;Ferme Marko (36341);Computer Science (Ferme Marko (36341));1
2021;Ferme Marko (36341);Computer Science (Ferme Marko (36341));1
2019;Ferme Marko (36341);Medicine (Ferme Marko (36341));1
2015;Škrjanc Igor (10742);Biology (Škrjanc Igor (10742));1
2015;Škrjanc Igor (10742);Medicine (Škrjanc Igor (10742));1
2018;Mihalič Franc (13245);Physics (Mihalič Franc (13245));1
2022;Mihalič Franc (13245);Computer Science (Mihalič Franc (13245));1
2017;Šipoš Danijel (38980);Engineering (Šipoš Danijel (38980));1
2018;Šipoš Danijel (38980);Computer Science (Šipoš Danijel (38980));1
2019;Šipoš Danijel (38980);Computer Science (Šipoš Danijel (38980));2
2020;Šipoš Danijel (38980);Computer Science (Šipoš Danijel (38980));2
2021;Šipoš Danijel (38980);Computer Science (Šipoš Danijel (38980));2
2022;Šipoš Danijel (38980);Computer Science (Šipoš Danijel (38980));1
2019;Šipoš Danijel (38980);Physics (Šipoš Danijel (38980));1
2020;Šipoš Danijel (38980);Medicine (Šipoš Danijel (38980));2
2021;Šipoš Danijel (38980);Medicine (Šipoš Danijel (38980));1
2013;Gradišar Helena (17915);Chemistry (Gradišar Helena (17915));1
2013;Gradišar Helena (17915);Medicine (Gradišar Helena (17915));1
2019;Pišlar Mitja (33336);Biology (Pišlar Mitja (33336));1
2019;Pišlar Mitja (33336);Medicine (Pišlar Mitja (33336));1
2021;Prelovšek Mitja (25648);Geography (Prelovšek Mitja (25648));1
2014;Goropevšek Aleš (25129);Biology (Goropevšek Aleš (25129));1
2017;Goropevšek Aleš (25129);Biology (Goropevšek Aleš (25129));2
2014;Goropevšek Aleš (25129);Medicine (Goropevšek Aleš (25129));1
2016;Goropevšek Aleš (25129);Medicine (Goropevšek Aleš (25129));1
2017;Goropevšek Aleš (25129);Medicine (Goropevšek Aleš (25129));1
2018;Goropevšek Aleš (25129);Medicine (Goropevšek Aleš (25129));1
2013;Pelipenko Jan (33909);Materials Science (Pelipenko Jan (33909));2
2013;Pelipenko Jan (33909);Medicine (Pelipenko Jan (33909));1
2018;Cerinšek Monika (33987);Environmental Science (Cerinšek Monika (33987));1
2013;Buchmeister Borut (06674);Business (Buchmeister Borut (06674));1
2014;Buchmeister Borut (06674);Business (Buchmeister Borut (06674));1
2015;Buchmeister Borut (06674);Business (Buchmeister Borut (06674));1
2016;Buchmeister Borut (06674);Business (Buchmeister Borut (06674));1
2020;Buchmeister Borut (06674);Business (Buchmeister Borut (06674));6
2021;Buchmeister Borut (06674);Business (Buchmeister Borut (06674));3
2022;Buchmeister Borut (06674);Business (Buchmeister Borut (06674));5
2014;Buchmeister Borut (06674);Medicine (Buchmeister Borut (06674));1
2015;Buchmeister Borut (06674);Engineering (Buchmeister Borut (06674));1
2016;Buchmeister Borut (06674);Engineering (Buchmeister Borut (06674));2
2017;Buchmeister Borut (06674);Engineering (Buchmeister Borut (06674));1
2018;Buchmeister Borut (06674);Engineering (Buchmeister Borut (06674));1
2020;Buchmeister Borut (06674);Engineering (Buchmeister Borut (06674));2
2017;Buchmeister Borut (06674);Computer Science (Buchmeister Borut (06674));1
2018;Buchmeister Borut (06674);Computer Science (Buchmeister Borut (06674));3
2019;Buchmeister Borut (06674);Computer Science (Buchmeister Borut (06674));4
2020;Buchmeister Borut (06674);Computer Science (Buchmeister Borut (06674));7
2021;Buchmeister Borut (06674);Computer Science (Buchmeister Borut (06674));1
2020;Buchmeister Borut (06674);Psychology (Buchmeister Borut (06674));1
2019;Ferlinc Ana (56094);Medicine (Ferlinc Ana (56094));1
2019;Ferlinc Ana (56094);Psychology (Ferlinc Ana (56094));1
2020;Kamenik Blaž (53577);Medicine (Kamenik Blaž (53577));1
2022;Kamenik Blaž (53577);Medicine (Kamenik Blaž (53577));2
2022;Kamenik Blaž (53577);Engineering (Kamenik Blaž (53577));1
2013;Jamnikar Ciglenečki Urška (25841);Biology (Jamnikar Ciglenečki Urška (25841));1
2020;Jamnikar Ciglenečki Urška (25841);Biology (Jamnikar Ciglenečki Urška (25841));1
2013;Jamnikar Ciglenečki Urška (25841);Medicine (Jamnikar Ciglenečki Urška (25841));1
2020;Jamnikar Ciglenečki Urška (25841);Medicine (Jamnikar Ciglenečki Urška (25841));1
2014;Kravos Andrej (51815);Medicine (Kravos Andrej (51815));1
2015;Kravos Andrej (51815);Medicine (Kravos Andrej (51815));1
2016;Kravos Andrej (51815);Medicine (Kravos Andrej (51815));1
2019;Kravos Andrej (51815);Medicine (Kravos Andrej (51815));1
2017;Premru-Sršen Tanja (00789);Medicine (Premru-Sršen Tanja (00789));1
2019;Premru-Sršen Tanja (00789);Medicine (Premru-Sršen Tanja (00789));1
2013;Skelin Maša (29565);Biology (Skelin Maša (29565));2
2015;Skelin Maša (29565);Biology (Skelin Maša (29565));1
2017;Skelin Maša (29565);Biology (Skelin Maša (29565));2
2013;Skelin Maša (29565);Medicine (Skelin Maša (29565));2
2015;Skelin Maša (29565);Medicine (Skelin Maša (29565));2
2017;Skelin Maša (29565);Medicine (Skelin Maša (29565));1
2020;Skelin Maša (29565);Medicine (Skelin Maša (29565));1
2021;Skelin Maša (29565);Medicine (Skelin Maša (29565));6
2022;Skelin Maša (29565);Medicine (Skelin Maša (29565));3
2014;Skelin Maša (29565);Chemistry (Skelin Maša (29565));1
2020;Skelin Maša (29565);Chemistry (Skelin Maša (29565));1
2015;Skelin Maša (29565);Computer Science (Skelin Maša (29565));1
2021;Skelin Maša (29565);Computer Science (Skelin Maša (29565));1
2021;Skelin Maša (29565);Materials Science (Skelin Maša (29565));1
2020;Maučec Damjan (52667);Computer Science (Maučec Damjan (52667));1
2021;Maučec Damjan (52667);Environmental Science (Maučec Damjan (52667));1
2021;Javernik Aljaž (55695);Business (Javernik Aljaž (55695));1
2022;Javernik Aljaž (55695);Business (Javernik Aljaž (55695));2
2015;Pulko Simona (19536);Sociology (Pulko Simona (19536));1
2018;Pulko Simona (19536);Sociology (Pulko Simona (19536));1
2021;Pulko Simona (19536);Computer Science (Pulko Simona (19536));1
2015;Vojinović Borut (27814);Economics (Vojinović Borut (27814));1
2016;Vojinović Borut (27814);Economics (Vojinović Borut (27814));1
2017;Marc Tilen (37403);Computer Science (Marc Tilen (37403));1
2017;Marc Tilen (37403);Mathematics (Marc Tilen (37403));1
2018;Marc Tilen (37403);Mathematics (Marc Tilen (37403));1
2021;Marc Tilen (37403);Materials Science (Marc Tilen (37403));1
2017;Duh Andrej (15291);Computer Science (Duh Andrej (15291));1
2019;Duh Andrej (15291);Computer Science (Duh Andrej (15291));1
2017;Duh Andrej (15291);Mathematics (Duh Andrej (15291));1
2017;Duh Andrej (15291);Medicine (Duh Andrej (15291));1
2017;Duh Andrej (15291);Physics (Duh Andrej (15291));1
2017;Duh Andrej (15291);Sociology (Duh Andrej (15291));1
2013;Jezernik Karel (03018);Computer Science (Jezernik Karel (03018));2
2014;Jezernik Karel (03018);Computer Science (Jezernik Karel (03018));1
2013;Jezernik Karel (03018);Engineering (Jezernik Karel (03018));2
2014;Jezernik Karel (03018);Engineering (Jezernik Karel (03018));1
2014;Širec Karin (17192);Business (Širec Karin (17192));3
2017;Širec Karin (17192);Business (Širec Karin (17192));1
2018;Širec Karin (17192);Business (Širec Karin (17192));1
2020;Širec Karin (17192);Business (Širec Karin (17192));1
2021;Širec Karin (17192);Business (Širec Karin (17192));4
2015;Širec Karin (17192);Economics (Širec Karin (17192));1
2017;Širec Karin (17192);Psychology (Širec Karin (17192));2
2019;Širec Karin (17192);Psychology (Širec Karin (17192));1
2018;Širec Karin (17192);Sociology (Širec Karin (17192));1
2017;Lipej Lovrenc (11069);Geography (Lipej Lovrenc (11069));1
2021;Lipej Lovrenc (11069);Geography (Lipej Lovrenc (11069));1
2022;Lipej Lovrenc (11069);Medicine (Lipej Lovrenc (11069));1
2018;Kostevšek Šegula Urška (38220);Materials Science (Kostevšek Šegula Urška (38220));1
2019;Kostevšek Šegula Urška (38220);Materials Science (Kostevšek Šegula Urška (38220));2
2018;Kostevšek Šegula Urška (38220);Medicine (Kostevšek Šegula Urška (38220));1
2018;Kostevšek Šegula Urška (38220);Computer Science (Kostevšek Šegula Urška (38220));1
2016;Zupan Anja (39068);Medicine (Zupan Anja (39068));1
2018;Čampelj Borut (91874);Computer Science (Čampelj Borut (91874));1
2020;Čampelj Borut (91874);Political Science (Čampelj Borut (91874));1
2013;Janković Biljana (34670);Materials Science (Janković Biljana (34670));1
2013;Janković Biljana (34670);Medicine (Janković Biljana (34670));1
2015;Hauptman Simon (36030);Computer Science (Hauptman Simon (36030));2
2015;Kubale Valentina (23485);Biology (Kubale Valentina (23485));1
2016;Kubale Valentina (23485);Biology (Kubale Valentina (23485));1
2017;Kubale Valentina (23485);Biology (Kubale Valentina (23485));1
2015;Kubale Valentina (23485);Medicine (Kubale Valentina (23485));1
2016;Kubale Valentina (23485);Medicine (Kubale Valentina (23485));1
2017;Kubale Valentina (23485);Medicine (Kubale Valentina (23485));1
2018;Kubale Valentina (23485);Medicine (Kubale Valentina (23485));1
2022;Kubale Valentina (23485);Medicine (Kubale Valentina (23485));2
2018;Kubale Valentina (23485);Chemistry (Kubale Valentina (23485));1
2020;Breznikar Aleš (07470);Environmental Science (Breznikar Aleš (07470));1
2019;Zorc Minja (32581);Biology (Zorc Minja (32581));1
2019;Podgornik Rudolf (08589);Materials Science (Podgornik Rudolf (08589));1
2019;Podgornik Rudolf (08589);Medicine (Podgornik Rudolf (08589));1
2019;Podgornik Rudolf (08589);Physics (Podgornik Rudolf (08589));1
2014;Kučiš Vlasta (33695);Computer Science (Kučiš Vlasta (33695));1
2021;Kučiš Vlasta (33695);Computer Science (Kučiš Vlasta (33695));1
2022;Kučiš Vlasta (33695);Computer Science (Kučiš Vlasta (33695));1
2015;Kučiš Vlasta (33695);Political Science (Kučiš Vlasta (33695));1
2021;Kučiš Vlasta (33695);Political Science (Kučiš Vlasta (33695));1
2018;Kučiš Vlasta (33695);Psychology (Kučiš Vlasta (33695));1
2020;Kučiš Vlasta (33695);Sociology (Kučiš Vlasta (33695));1
2021;Kučiš Vlasta (33695);Sociology (Kučiš Vlasta (33695));2
2022;Kučiš Vlasta (33695);Medicine (Kučiš Vlasta (33695));1
2013;Peterlin Borut (10458);Medicine (Peterlin Borut (10458));2
2014;Peterlin Borut (10458);Medicine (Peterlin Borut (10458));2
2015;Peterlin Borut (10458);Medicine (Peterlin Borut (10458));1
2017;Peterlin Borut (10458);Medicine (Peterlin Borut (10458));2
2018;Peterlin Borut (10458);Medicine (Peterlin Borut (10458));3
2019;Peterlin Borut (10458);Medicine (Peterlin Borut (10458));1
2020;Peterlin Borut (10458);Medicine (Peterlin Borut (10458));1
2022;Peterlin Borut (10458);Medicine (Peterlin Borut (10458));2
2013;Peterlin Borut (10458);Biology (Peterlin Borut (10458));1
2018;Peterlin Borut (10458);Biology (Peterlin Borut (10458));2
2018;Peterlin Borut (10458);Psychology (Peterlin Borut (10458));1
2013;Kseneman Matej (29814);Computer Science (Kseneman Matej (29814));1
2013;Kseneman Matej (29814);Mathematics (Kseneman Matej (29814));1
2019;Zupančič Eva (32189);Computer Science (Zupančič Eva (32189));3
2019;Zupančič Eva (32189);Medicine (Zupančič Eva (32189));1
2019;Andrenšek Samo (18671);Materials Science (Andrenšek Samo (18671));1
2020;Lešnik Štuhec Tanja (39450);Psychology (Lešnik Štuhec Tanja (39450));1
2020;Lešnik Štuhec Tanja (39450);Computer Science (Lešnik Štuhec Tanja (39450));1
2022;Lešnik Štuhec Tanja (39450);Education (Lešnik Štuhec Tanja (39450));1
2020;Žitnik Marinka (35422);Computer Science (Žitnik Marinka (35422));1
2020;Žitnik Marinka (35422);Mathematics (Žitnik Marinka (35422));1
2017;Robnik Šikonja Marko (15295);Computer Science (Robnik Šikonja Marko (15295));4
2018;Robnik Šikonja Marko (15295);Computer Science (Robnik Šikonja Marko (15295));1
2019;Robnik Šikonja Marko (15295);Computer Science (Robnik Šikonja Marko (15295));1
2019;Robnik Šikonja Marko (15295);Mathematics (Robnik Šikonja Marko (15295));1
2013;Mastnak Tinkara (35511);Materials Science (Mastnak Tinkara (35511));1
2018;Mastnak Tinkara (35511);Chemistry (Mastnak Tinkara (35511));2
2018;Mastnak Tinkara (35511);Computer Science (Mastnak Tinkara (35511));2
2020;Mastnak Tinkara (35511);Computer Science (Mastnak Tinkara (35511));1
2018;Mastnak Tinkara (35511);Medicine (Mastnak Tinkara (35511));2
2020;Mastnak Tinkara (35511);Medicine (Mastnak Tinkara (35511));1
2021;Mastnak Tinkara (35511);Medicine (Mastnak Tinkara (35511));1
2022;Mastnak Tinkara (35511);Medicine (Mastnak Tinkara (35511));1
2020;Mastnak Tinkara (35511);Mathematics (Mastnak Tinkara (35511));1
2013;Pišek Peter (29929);Computer Science (Pišek Peter (29929));1
2021;Trkov Domen (38171);Geography (Trkov Domen (38171));1
2022;Trkov Domen (38171);Medicine (Trkov Domen (38171));1
2014;Povh Janez (22649);Computer Science (Povh Janez (22649));1
2014;Povh Janez (22649);Medicine (Povh Janez (22649));1
2014;Povh Janez (22649);Physics (Povh Janez (22649));1
2014;Povh Janez (22649);Political Science (Povh Janez (22649));1
2021;Novak Matjaž (34200);Medicine (Novak Matjaž (34200));1
2017;Štelcar Andreja (32512);Medicine (Štelcar Andreja (32512));1
2016;Škrabanja Vida (14054);Chemistry (Škrabanja Vida (14054));1
2015;Tepuš Brigita (25606);Chemistry (Tepuš Brigita (25606));1
2015;Tepuš Brigita (25606);Medicine (Tepuš Brigita (25606));1
2017;Avžner Toni (40490);Economics (Avžner Toni (40490));1
2017;Volmut Tadeja (25007);Medicine (Volmut Tadeja (25007));1
2021;Volmut Tadeja (25007);Medicine (Volmut Tadeja (25007));1
2022;Pur Aleksander (40739);Computer Science (Pur Aleksander (40739));1
2014;Marinšek-Logar Romana (08404);Materials Science (Marinšek-Logar Romana (08404));1
2015;Marinšek-Logar Romana (08404);Chemistry (Marinšek-Logar Romana (08404));1
2015;Marinšek-Logar Romana (08404);Medicine (Marinšek-Logar Romana (08404));1
2013;Zurc Joca (23480);Medicine (Zurc Joca (23480));1
2014;Zurc Joca (23480);Medicine (Zurc Joca (23480));2
2015;Zurc Joca (23480);Medicine (Zurc Joca (23480));1
2016;Zurc Joca (23480);Medicine (Zurc Joca (23480));2
2020;Zurc Joca (23480);Medicine (Zurc Joca (23480));3
2022;Zurc Joca (23480);Medicine (Zurc Joca (23480));1
2019;Zurc Joca (23480);Art (Zurc Joca (23480));1
2019;Zurc Joca (23480);Sociology (Zurc Joca (23480));1
2020;Zurc Joca (23480);Psychology (Zurc Joca (23480));2
2021;Zurc Joca (23480);Education (Zurc Joca (23480));1
2022;Zurc Joca (23480);Education (Zurc Joca (23480));1
2018;Pevec Teodor (40435);Medicine (Pevec Teodor (40435));1
2022;Turel Iztok (11053);Medicine (Turel Iztok (11053));1
2013;Lešnik Tomaž (40297);Economics (Lešnik Tomaž (40297));1
2014;Lešnik Tomaž (40297);Economics (Lešnik Tomaž (40297));2
2018;Lešnik Tomaž (40297);Economics (Lešnik Tomaž (40297));1
2017;Lešnik Tomaž (40297);Business (Lešnik Tomaž (40297));1
2019;Lešnik Tomaž (40297);Business (Lešnik Tomaž (40297));1
2014;Roblek Tina (36205);Medicine (Roblek Tina (36205));1
2016;Roblek Tina (36205);Medicine (Roblek Tina (36205));2
2014;Kerčmar Jasmina (32334);Medicine (Kerčmar Jasmina (32334));2
2017;Kerčmar Jasmina (32334);Medicine (Kerčmar Jasmina (32334));1
2022;Kerčmar Jasmina (32334);Medicine (Kerčmar Jasmina (32334));1
2014;Kerčmar Jasmina (32334);Psychology (Kerčmar Jasmina (32334));2
2017;Kerčmar Jasmina (32334);Chemistry (Kerčmar Jasmina (32334));1
2013;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));4
2014;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));7
2015;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));2
2016;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));2
2017;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));7
2018;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));11
2019;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));11
2020;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));11
2021;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));3
2022;Gubeljak Nenad (10470);Materials Science (Gubeljak Nenad (10470));4
2015;Gubeljak Nenad (10470);Engineering (Gubeljak Nenad (10470));2
2017;Gubeljak Nenad (10470);Engineering (Gubeljak Nenad (10470));5
